"","Call.Number","Date.Time","Location","Police.District","Nature.of.Call","Status","Last Updated"
"219",230750440,"03/16/2023 08:57:09 AM","749 W STATE ST,MKE","1","MED RUN","Service in Progress",NA
"220",230750445,"03/16/2023 08:57:07 AM","3626 W FOND DU LAC AV,MKE","7","ASSIGN-ADMN MPD","Service in Progress",NA
"221",230750444,"03/16/2023 08:56:52 AM","2958 N MOTHER SIMPSON WA,MKE","5","TRBL W/SUBJ","Advised",NA
"222",230750432,"03/16/2023 08:56:35 AM","749 W STATE ST,MKE","1","MED RUN","Service in Progress",NA
"223",230750436,"03/16/2023 08:53:00 AM","1500-BLK S 6TH ST,MKE","2","LOOSE ANIMAL","Service in Progress",NA
"224",230750409,"03/16/2023 08:28:41 AM","2333 N 49TH ST,MKE","3","ASSIGNMENT","Assignment Completed",NA
"225",230750358,"03/16/2023 08:13:33 AM","11800 W SILVER SPRING DR,MKE","4","THREAT","To be Filed",NA
"226",230750459,"03/16/2023 09:08:23 AM","5648 N 68TH ST,MKE","4","TRAFFIC STOP","Advised",NA
"227",230750439,"03/16/2023 09:07:52 AM","437 E ARMOUR AV,MKE","6","FAMILY TROUBLE","Service in Progress",NA
"228",230750401,"03/16/2023 09:07:19 AM","5501 W CLEVELAND AV,MKE","6","PROPERTY DAMAGE","Advised",NA
"229",230750454,"03/16/2023 09:07:05 AM","1117 S 10TH ST,MKE","2","WIRES DOWN","Service in Progress",NA
"230",230750457,"03/16/2023 09:05:32 AM","3268 N 34TH ST,MKE","7","FOLLOW UP","To be Filed",NA
"231",230750456,"03/16/2023 09:04:52 AM","2308 W MERRILL ST,MKE","2","HOME VISIT DV","Assignment Completed",NA
"232",230750443,"03/16/2023 09:04:44 AM","749 W STATE ST,MKE","1","MED RUN","Service in Progress",NA
"233",230750452,"03/16/2023 09:04:22 AM","2600 W NATIONAL AV,MKE","2","SHOTS FIRED","Service in Progress",NA
"234",230750455,"03/16/2023 09:03:51 AM","933 W HIGHLAND AV,MKE","1","ASSIGNMENT","Service in Progress",NA
"235",230750451,"03/16/2023 09:00:43 AM","245 W LINCOLN AV,MKE","2","COMMUNITY MTNG","Service in Progress",NA
"236",230750450,"03/16/2023 09:00:03 AM","749 W STATE ST,MKE","1","INVESTIGATION","Service in Progress",NA
"237",230750436,"03/16/2023 08:53:00 AM","1500-BLK S 6TH ST,MKE","2","LOOSE ANIMAL","Assignment Completed",NA
"238",230750464,"03/16/2023 09:13:05 AM","1516 S 6TH ST,MKE","2","PROBATION/PAROLE","Assignment Completed",NA
"239",230750462,"03/16/2023 09:10:23 AM","428 W BECHER ST,MKE","2","RECKLESS VEHICLE","Unable to Locate Complainant",NA
"240",230750454,"03/16/2023 09:07:05 AM","1117 S 10TH ST,MKE","2","WIRES DOWN","Assignment Completed",NA
"241",230750452,"03/16/2023 09:04:22 AM","2600 W NATIONAL AV,MKE","2","SHOTS FIRED","Unable to Locate Complainant",NA
"242",230750477,"03/16/2023 09:25:27 AM","5703 N 68TH ST,MKE","4","TRAFFIC STOP","Advised",NA
"243",230750475,"03/16/2023 09:23:09 AM","627 W HISTORIC MITCHELL ST,MKE","2","FOLLOW UP","Service in Progress",NA
"244",230750472,"03/16/2023 09:19:45 AM","8600 W CHAMBERS ST,MKE","7","REPORTS","Service in Progress",NA
"245",230750471,"03/16/2023 09:19:07 AM","1238 N 27TH ST,MKE","3","FOLLOW UP","Assignment Completed",NA
"246",230750470,"03/16/2023 09:19:02 AM","310 E CHICAGO ST,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"247",230750465,"03/16/2023 09:18:38 AM","7405 W VILLARD AV,MKE","7","TRBL W/SUBJ","Advised",NA
"248",230750468,"03/16/2023 09:18:32 AM","1626 N PROSPECT AV,MKE","1","WELFARE CITIZEN","Service in Progress",NA
"249",230750467,"03/16/2023 09:18:25 AM","2333 N 49TH ST,MKE","3","HOSPITAL TO MCMH","Service in Progress",NA
"250",230750420,"03/16/2023 09:39:56 AM","2618 W GREENFIELD AV,MKE","2","ENTRY","Service in Progress",NA
"251",230750494,"03/16/2023 09:39:14 AM","4715 W VLIET ST,MKE","3","REPORTS","Service in Progress",NA
"252",230750493,"03/16/2023 09:38:34 AM","245 W LINCOLN AV,MKE","2","RETURN STATION","Service in Progress",NA
"253",230750491,"03/16/2023 09:38:06 AM","N TEUTONIA AV / W VILLARD AV,MKE","7","STOLEN VEHICLE","Unable to Locate Complainant",NA
"254",230750484,"03/16/2023 09:38:04 AM","N 6TH ST / W STATE ST,MKE","1","ACC PDO","Service in Progress",NA
"255",230750490,"03/16/2023 09:36:59 AM","1331 W NATIONAL AV,MKE","2","BATTERY DV","Service in Progress",NA
"256",230750487,"03/16/2023 09:36:18 AM","2936 W WELLS ST,MKE","3","ENTRY","Advised/Referral",NA
"257",230750489,"03/16/2023 09:36:00 AM","6929 W SILVER SPRING DR,MKE","4","RETURN STATION","Service in Progress",NA
"258",230750473,"03/16/2023 09:35:48 AM","1801 W OLIVE ST,MKE","5","OVERDOSE","Service in Progress",NA
"259",230750483,"03/16/2023 09:35:48 AM","9305 W APPLETON AV,MKE","4","ASSIGNMENT","Assignment Completed",NA
"260",230750486,"03/16/2023 09:34:21 AM","749 W STATE ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"261",230750478,"03/16/2023 09:30:44 AM","2737 N 53RD ST,MKE","7","SUSP PERS/AUTO","Unable to Locate Complainant",NA
"262",230750439,"03/16/2023 09:07:52 AM","437 E ARMOUR AV,MKE","6","FAMILY TROUBLE","Advised",NA
"263",230750447,"03/16/2023 08:58:13 AM","949 N 9TH ST,MKE","1","COURT DUTY","Assignment Completed",NA
"264",230750509,"03/16/2023 09:44:24 AM","2014 W GREENFIELD AV,MKE","2","PROBATION/PAROLE","Service in Progress",NA
"265",230750504,"03/16/2023 09:42:25 AM","3020 N PALMER ST,MKE","5","VACANT HOUSE CHK","Assignment Completed",NA
"266",230750497,"03/16/2023 09:42:23 AM","2100 W PIERCE ST,MKE","2","TRBL W/SUBJ","Service in Progress",NA
"267",230750501,"03/16/2023 09:41:33 AM","6680 N TEUTONIA AV,MKE","4","PROPERTY PICKUP","Service in Progress",NA
"268",230750498,"03/16/2023 09:40:23 AM","3900 W GARFIELD AV,MKE","3","FOLLOW UP","Assignment Completed",NA
"269",230750493,"03/16/2023 09:38:34 AM","245 W LINCOLN AV,MKE","2","RETURN STATION","Assignment Completed",NA
"270",230750484,"03/16/2023 09:38:04 AM","N 6TH ST / W STATE ST,MKE","1","ACC PDO","Filed Driver Exchange Report",NA
"271",230750530,"03/16/2023 09:59:43 AM","5315 S 3RD ST,MKE","6","DOCUMENTED CALL","Advised",NA
"272",230750529,"03/16/2023 09:59:24 AM","4601 N 92ND ST,WAU","OUT","BUS INVESTIGATIO","Assignment Completed",NA
"273",230750526,"03/16/2023 09:58:08 AM","2920 N VEL R PHILLIPS AV,MKE","5","ASSIGN-ADMN MPD","Assignment Completed",NA
"274",230750522,"03/16/2023 09:54:45 AM","11248 W MILL RD,MKE","4","COMMUNITY MTNG","Service in Progress",NA
"275",230750502,"03/16/2023 09:53:57 AM","2333 N 49TH ST,MKE","3","MEET GOVT AGENCY","Service in Progress",NA
"276",230750520,"03/16/2023 09:53:51 AM","8920 N MICHELE ST,MKE","4","BATTERY CUTTING","Service in Progress",NA
"277",230750518,"03/16/2023 09:52:05 AM","8600 W CHAMBERS ST,MKE","7","FOLLOW UP","To be Filed",NA
"278",230750516,"03/16/2023 09:50:24 AM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"279",230750515,"03/16/2023 09:49:34 AM","1560 N WATER ST,MKE","1","BUSINESS CHECK","Assignment Completed",NA
"280",230750510,"03/16/2023 09:45:04 AM","3000 W CANAL ST,MKE","3","ASSIGNMENT","Service in Progress",NA
"281",230750509,"03/16/2023 09:44:24 AM","2014 W GREENFIELD AV,MKE","2","PROBATION/PAROLE","Assignment Completed",NA
"282",230750501,"03/16/2023 09:41:33 AM","6680 N TEUTONIA AV,MKE","4","PROPERTY PICKUP","Assignment Completed",NA
"283",230750490,"03/16/2023 09:36:59 AM","1331 W NATIONAL AV,MKE","2","BATTERY DV","Unable to Locate Complainant",NA
"284",230750472,"03/16/2023 09:19:45 AM","8600 W CHAMBERS ST,MKE","7","REPORTS","Assignment Completed",NA
"285",230750451,"03/16/2023 09:00:43 AM","245 W LINCOLN AV,MKE","2","COMMUNITY MTNG","Assignment Completed",NA
"286",230750547,"03/16/2023 10:08:15 AM","3626 W FOND DU LAC AV,MKE","7","RETURN STATION","Assignment Completed",NA
"287",230750545,"03/16/2023 10:08:03 AM","6500 W HUSTIS ST,MKE","4","STOLEN VEHICLE","To be Filed",NA
"288",230750540,"03/16/2023 10:06:23 AM","5025 W VILLARD AV,MKE","7","FAMILY TROUBLE","Advised",NA
"289",230750539,"03/16/2023 10:05:09 AM","2752 N BREMEN ST,MKE","5","FOLLOW UP","Assignment Completed",NA
"290",230750538,"03/16/2023 10:04:59 AM","951 N JAMES LOVELL ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"291",230750525,"03/16/2023 10:04:46 AM","E OGDEN AV / N ASTOR ST,MKE","1","SUSP PERS/AUTO","Service in Progress",NA
"292",230750536,"03/16/2023 10:04:00 AM","2150 N 34TH ST,MKE","3","THEFT VEHICLE","To be Filed",NA
"293",230750476,"03/16/2023 10:03:29 AM","5389 S 23RD ST,MKE","6","ENTRY TO AUTO","Assignment Completed",NA
"294",230750469,"03/16/2023 10:03:10 AM","3568 S 1ST ST,MKE","6","ENTRY TO AUTO","Service in Progress",NA
"295",230750535,"03/16/2023 10:03:01 AM","2920 N VEL R PHILLIPS AV,MKE","5","SPECIAL ASSIGN","Service in Progress",NA
"296",230750534,"03/16/2023 10:02:29 AM","2920 N VEL R PHILLIPS AV,MKE","5","ASSIGN-ADMN MPD","Assignment Completed",NA
"297",230750527,"03/16/2023 10:01:43 AM","3285 N 28TH ST,MKE","5","BATTERY","Service in Progress",NA
"298",230750532,"03/16/2023 10:00:05 AM","901 N 9TH ST,MKE","1","COURT DUTY","Service in Progress",NA
"299",230750494,"03/16/2023 09:39:14 AM","4715 W VLIET ST,MKE","3","REPORTS","Assignment Completed",NA
"300",230750468,"03/16/2023 09:18:32 AM","1626 N PROSPECT AV,MKE","1","WELFARE CITIZEN","Advised",NA
"301",230750505,"03/16/2023 10:19:02 AM","S 23RD ST / W GREENFIELD AV,MKE","2","THREAT","Service in Progress",NA
"302",230750560,"03/16/2023 10:19:01 AM","1934 S LAYTON BL,MKE","2","TRAFFIC STOP","Advised",NA
"303",230750523,"03/16/2023 10:17:53 AM","5200 W OKLAHOMA AV,MKE","6","TRBL W/SUBJ","Service in Progress",NA
"304",230750558,"03/16/2023 10:17:16 AM","10112 W SHARON LA,MKE","7","FOLLOW UP","Service in Progress",NA
"305",230750556,"03/16/2023 10:16:38 AM","1954 S LAYTON BL,MKE","2","FAMILY TROUBLE","Advised",NA
"306",230750550,"03/16/2023 10:16:12 AM","6235 N 95TH ST,MKE","4","CALL FOR POLICE","Unable to Locate Complainant",NA
"307",230750549,"03/16/2023 10:13:45 AM","N MAYFAIR RD / W CAPITOL DR,MKE","7","ACC PDO","Service in Progress",NA
"308",230750546,"03/16/2023 10:13:34 AM","6719 S 13TH ST,MKE","6","THEFT","Service in Progress",NA
"309",230750543,"03/16/2023 10:13:21 AM","N 91ST ST / N SWAN RD,MKE","7","ACC PDO","Unable to Locate Complainant",NA
"310",230750533,"03/16/2023 10:12:57 AM","7863 W BECKETT AV,MKE","7","FAMILY TROUBLE","Service in Progress",NA
"311",230750517,"03/16/2023 10:11:10 AM","2718 W BURLEIGH ST,MKE","5","THEFT","Advised",NA
"312",230750475,"03/16/2023 09:23:09 AM","627 W HISTORIC MITCHELL ST,MKE","2","FOLLOW UP","To be Filed",NA
"313",230750571,"03/16/2023 10:29:58 AM","3708 W NORTH AV,MKE","3","SHOTSPOTTER","Service in Progress",NA
"314",230750569,"03/16/2023 10:26:24 AM","6236 W KAUL AV,MKE","4","INVESTIGATION","Service in Progress",NA
"315",230750542,"03/16/2023 10:24:13 AM","5325 W LINCOLN CREEK DR,MKE","7","ENTRY","Service in Progress",NA
"316",230750566,"03/16/2023 10:24:09 AM","W BROWN DEER RD / N SWAN RD,MKE","4","ACC PDO","Filed Driver Exchange Report",NA
"317",230750568,"03/16/2023 10:23:49 AM","749 W STATE ST,MKE","1","ASSIGNMENT","Service in Progress",NA
"318",230750567,"03/16/2023 10:22:57 AM","3000 W CANAL ST,MKE","3","ASSIGN-ADMN MPD","Service in Progress",NA
"319",230750562,"03/16/2023 10:22:09 AM","502 W KEEFE AV,MKE","5","BATTERY","Advised",NA
"320",230750563,"03/16/2023 10:20:31 AM","2333 N 49TH ST,MKE","3","ASSIGNMENT","Service in Progress",NA
"321",230750505,"03/16/2023 10:19:02 AM","S 23RD ST / W GREENFIELD AV,MKE","2","THREAT","Advised",NA
"322",230750533,"03/16/2023 10:12:57 AM","7863 W BECKETT AV,MKE","7","FAMILY TROUBLE","Open Investigation",NA
"323",230750525,"03/16/2023 10:04:46 AM","E OGDEN AV / N ASTOR ST,MKE","1","SUSP PERS/AUTO","Advised",NA
"324",230750589,"03/16/2023 10:39:17 AM","5389 S 23RD ST,MKE","6","ENTRY TO AUTO","Unable to Locate Complainant",NA
"325",230750587,"03/16/2023 10:37:38 AM","N 40TH ST / W FAIRMOUNT AV,MKE","7","INVESTIGATION","Service in Progress",NA
"326",230750585,"03/16/2023 10:37:10 AM","4715 W VLIET ST,MKE","3","REPORTS","Service in Progress",NA
"327",230750570,"03/16/2023 10:37:07 AM","3845 N 10TH ST,MKE","5","BATTERY","Service in Progress",NA
"328",230750561,"03/16/2023 10:37:02 AM","3448 N 36TH ST,MKE","7","PROPERTY DAMAGE","To be Filed",NA
"329",230750544,"03/16/2023 10:33:10 AM","544 E OGDEN AV,MKE","1","TRBL W/SUBJ","Advised",NA
"330",230750579,"03/16/2023 10:33:09 AM","2920 N VEL R PHILLIPS AV,MKE","5","OUT OF SERVICE","Assignment Completed",NA
"331",230750577,"03/16/2023 10:31:51 AM","6800 W SILVER SPRING DR,MKE","4","TRAFFIC STOP","City Citation(s) Issued",NA
"332",230750575,"03/16/2023 10:31:11 AM","1721 S MUSKEGO AV,MKE","2","PROBATION/PAROLE","Assignment Completed",NA
"333",230750520,"03/16/2023 09:53:51 AM","8920 N MICHELE ST,MKE","4","BATTERY CUTTING","Assignment Completed",NA
"334",230750516,"03/16/2023 09:50:24 AM","749 W STATE ST,MKE","1","SPECIAL ASSIGN","Assignment Completed",NA
"335",230750602,"03/16/2023 10:49:34 AM","N SHERMAN BL / W LOCUST ST,MKE","7","ACC PDO","Assignment Completed",NA
"336",230750581,"03/16/2023 10:47:45 AM","1733 N CAMBRIDGE AV,MKE","1","WELFARE CITIZEN","Service in Progress",NA
"337",230750599,"03/16/2023 10:47:15 AM","3626 W FOND DU LAC AV,MKE","7","CITIZEN CONVEY","Service in Progress",NA
"338",230750592,"03/16/2023 10:46:55 AM","3024 N RICHARDS ST,MKE","5","BATTERY","No Prosecution",NA
"339",230750598,"03/16/2023 10:45:43 AM","2920 N VEL R PHILLIPS AV,MKE","5","ACC PDO","Open Investigation",NA
"340",230750585,"03/16/2023 10:37:10 AM","4715 W VLIET ST,MKE","3","REPORTS","Assignment Completed",NA
"341",230750549,"03/16/2023 10:13:45 AM","N MAYFAIR RD / W CAPITOL DR,MKE","7","ACC PDO","Assignment Completed",NA
"342",230750520,"03/16/2023 09:53:51 AM","8920 N MICHELE ST,MKE","4","BATTERY CUTTING","Unable to Locate Complainant",NA
"343",230750619,"03/16/2023 10:54:54 AM","1707 W BURNHAM ST,MKE","2","PROBATION/PAROLE","Service in Progress",NA
"344",230750615,"03/16/2023 10:53:27 AM","9100 N SWAN RD,MKE","4","REPORTS","Service in Progress",NA
"345",230750507,"03/16/2023 10:53:25 AM","1102 W NATIONAL AV,MKE","2","BATTERY","Unable to Locate Complainant",NA
"346",230750614,"03/16/2023 10:52:49 AM","2349 S 27TH ST,MKE","2","ACC PI","Service in Progress",NA
"347",230750613,"03/16/2023 10:52:17 AM","2717 S 12TH ST,MKE","2","THEFT","Advised",NA
"348",230750611,"03/16/2023 10:51:39 AM","1904 S LAYTON BL,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"349",230750610,"03/16/2023 10:51:33 AM","1320 N MARTIN L KING JR DR,MKE","1","SPECIAL ASSIGN","Service in Progress",NA
"350",230750609,"03/16/2023 10:51:15 AM","2333 N 49TH ST,MKE","3","OUT OF SERVICE","Assignment Completed",NA
"351",230750608,"03/16/2023 10:50:48 AM","1033 WOODWARD AVE. BELOIT, WI","SCD","INVESTIGATION","Service in Progress",NA
"352",230750527,"03/16/2023 10:01:43 AM","3285 N 28TH ST,MKE","5","BATTERY","Unable to Locate Complainant",NA
"353",230750633,"03/16/2023 11:06:47 AM","749 W STATE ST,MKE","1","CONVEY PROPERTY","Service in Progress",NA
"354",230750632,"03/16/2023 11:05:48 AM","700 S 4TH ST,MKE","2","PROPERTY PICKUP","Service in Progress",NA
"355",230750630,"03/16/2023 11:03:41 AM","HOUSE OF CORRECTION FRANKLIN WI","SCD","INVESTIGATION","To be Filed",NA
"356",230750628,"03/16/2023 11:03:19 AM","3313 W WELLS ST,MKE","3","PROBATION/PAROLE","Service in Progress",NA
"357",230750627,"03/16/2023 11:03:06 AM","3811 W LINCOLN AV,MKE","2","SPECIAL ASSIGN","Service in Progress",NA
"358",230750626,"03/16/2023 11:02:10 AM","1906 S LAYTON BL,MKE","2","TRAFFIC STOP","Advised",NA
"359",230750596,"03/16/2023 11:01:38 AM","5728 N 75TH ST,MKE","4","WELFARE CITIZEN","Service in Progress",NA
"360",230750593,"03/16/2023 11:01:37 AM","N 9TH ST / W WINNEBAGO ST,MKE","1","ACC PDO","Advised",NA
"361",230750495,"03/16/2023 11:01:04 AM","7377 N 76TH ST,MKE","4","THEFT","Service in Progress",NA
"362",230750624,"03/16/2023 11:01:02 AM","4129 N 66TH ST,MKE","7","ENTRY","Unable to Locate Complainant",NA
"363",230750616,"03/16/2023 11:00:12 AM","5436 N 68TH ST,MKE","4","SHOTS FIRED","Service in Progress",NA
"364",230750620,"03/16/2023 10:59:10 AM","2718 W BURLEIGH ST,MKE","5","BATTERY DV","Service in Progress",NA
"365",230750591,"03/16/2023 10:58:06 AM","5790 S 27TH ST,MKE","6","THEFT","Advised",NA
"366",230750622,"03/16/2023 10:57:18 AM","2920 N VEL R PHILLIPS AV,MKE","5","SPECIAL ASSIGN","Service in Progress",NA
"367",230750573,"03/16/2023 10:56:42 AM","219 N HAWLEY RD,MKE","3","WELFARE CITIZEN","Advised",NA
"368",230750599,"03/16/2023 10:47:15 AM","3626 W FOND DU LAC AV,MKE","7","CITIZEN CONVEY","Assignment Completed",NA
"369",230750571,"03/16/2023 10:29:58 AM","3708 W NORTH AV,MKE","3","SHOTSPOTTER","Assignment Completed",NA
"370",230750568,"03/16/2023 10:23:49 AM","749 W STATE ST,MKE","1","ASSIGNMENT","Assignment Completed",NA
"371",230750634,"03/16/2023 11:18:22 AM","8840 W WINFIELD AV,MKE","4","SUSP PERS/AUTO","Advised",NA
"372",230750647,"03/16/2023 11:16:56 AM","749 W STATE ST,MKE","1","INVESTIGATION","Service in Progress",NA
"373",230750644,"03/16/2023 11:14:04 AM","4777 N 124TH ST,BUT","2","ASSIGNMENT","Service in Progress",NA
"374",230750643,"03/16/2023 11:13:22 AM","2920 N VEL R PHILLIPS AV,MKE","5","SPECIAL ASSIGN","Assignment Completed",NA
"375",230750641,"03/16/2023 11:12:04 AM","2618 N 49TH ST,MKE","3","SHOTSPOTTER","Unable to Locate Complainant",NA
"376",230750642,"03/16/2023 11:11:49 AM","4715 W VLIET ST,MKE","3","REPORTS","Assignment Completed",NA
"377",230750640,"03/16/2023 11:11:11 AM","1824 S LAYTON BL,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"378",230750638,"03/16/2023 11:10:40 AM","517 E WISCONSIN AV,MKE","1","FOLLOW UP","Service in Progress",NA
"379",230750635,"03/16/2023 11:10:19 AM","N 34TH ST / W LISBON AV,MKE","3","ACC UNKN INJ","Service in Progress",NA
"380",230750615,"03/16/2023 10:53:27 AM","9100 N SWAN RD,MKE","4","REPORTS","Assignment Completed",NA
"381",230750658,"03/16/2023 11:29:44 AM","6426 W MORGAN AV,MKE","6","WELFARE CITIZEN","Advised",NA
"382",230750653,"03/16/2023 11:29:39 AM","9709 W CAPITOL DR,MKE","7","PROPERTY DAMAGE","Assignment Completed",NA
"383",230750657,"03/16/2023 11:25:47 AM","N 13TH ST / W HADLEY ST,MKE","5","VEHICLE PURSUIT","Service in Progress",NA
"384",230750656,"03/16/2023 11:24:43 AM","7600 W CONGRESS ST,MKE","7","BUS INVESTIGATIO","Assignment Completed",NA
"385",230750655,"03/16/2023 11:23:58 AM","N 13TH ST / W HADLEY ST,MKE","5","VEHICLE PURSUIT","Service in Progress",NA
"386",230750649,"03/16/2023 11:21:29 AM","1145 N 17TH ST,MKE","3","FIGHT","Service in Progress",NA
"387",230750629,"03/16/2023 11:20:56 AM","3242 N RICHARDS ST,MKE","5","BATTERY","Service in Progress",NA
"388",230750652,"03/16/2023 11:20:33 AM","4715 W VLIET ST,MKE","3","REPORTS","Assignment Completed",NA
"389",230750651,"03/16/2023 11:20:23 AM","1806 S LAYTON BL,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"390",230750495,"03/16/2023 11:01:04 AM","7377 N 76TH ST,MKE","4","THEFT","Open Investigation",NA
"391",230750676,"03/16/2023 11:39:01 AM","3006 S 27TH ST,MKE","6","RETURN STATION","Assignment Completed",NA
"392",230750637,"03/16/2023 11:37:24 AM","7600 W CAPITOL DR,MKE","7","THREAT","Service in Progress",NA
"393",230750668,"03/16/2023 11:37:01 AM","749 W STATE ST,MKE","1","MED RUN","Service in Progress",NA
"394",230750674,"03/16/2023 11:37:00 AM","3754 N 41ST ST,MKE","7","SHOTSPOTTER","Unable to Locate Complainant",NA
"395",230750665,"03/16/2023 11:36:39 AM","4965 N 39TH ST,MKE","7","BATTERY","Service in Progress",NA
"396",230750672,"03/16/2023 11:36:14 AM","S 27TH ST / W HOLT AV,MKE","6","ACC PDO","Service in Progress",NA
"397",230750499,"03/16/2023 11:35:52 AM","1801 W OLIVE ST,MKE","5","TRBL W/SUBJ","Unable to Locate Complainant",NA
"398",230750669,"03/16/2023 11:35:15 AM","5724 W CENTER ST,MKE","7","BATTERY","Service in Progress",NA
"399",230750670,"03/16/2023 11:33:47 AM","1902 S LAYTON BL,MKE","2","TRAFFIC STOP","City Citation(s) Issued",NA
"400",230750659,"03/16/2023 11:33:06 AM","N 6TH ST / W BURLEIGH ST,MKE","5","INJ PERSON/SICK","Advised",NA
"401",230750667,"03/16/2023 11:32:59 AM","3811 W LINCOLN AV,MKE","2","ASSIGNMENT","Service in Progress",NA
"402",230750612,"03/16/2023 11:32:54 AM","2920 N VEL R PHILLIPS AV,MKE","5","PRISONER TRANS","Service in Progress",NA
"403",230750666,"03/16/2023 11:32:52 AM","749 W STATE ST,MKE","1","REPORTS","Service in Progress",NA
"404",230750663,"03/16/2023 11:31:51 AM","W APPLETON AV / W CENTER ST,MKE","3","FIGHT","Service in Progress",NA
"405",230750662,"03/16/2023 11:31:00 AM","2570 N 16TH ST,MKE","3","THEFT","To be Filed",NA
"406",230750660,"03/16/2023 11:30:18 AM","6929 W SILVER SPRING DR,MKE","4","ASSIGNMENT","Assignment Completed",NA
"407",230750649,"03/16/2023 11:21:29 AM","1145 N 17TH ST,MKE","3","FIGHT","Unable to Locate Complainant",NA
"408",230750633,"03/16/2023 11:06:47 AM","749 W STATE ST,MKE","1","CONVEY PROPERTY","Assignment Completed",NA
"409",230750616,"03/16/2023 11:00:12 AM","6725 W BIRCH AV,MKE","4","SHOTS FIRED","Service in Progress",NA
"410",230750581,"03/16/2023 10:47:45 AM","1733 N CAMBRIDGE AV,MKE","1","WELFARE CITIZEN","Advised",NA
"411",230750681,"03/16/2023 11:42:11 AM","6680 N TEUTONIA AV,MKE","4","PROPERTY PICKUP","Service in Progress",NA
"412",230750680,"03/16/2023 11:41:58 AM","5200 S 76TH ST","7","SPECIAL ASSIGN","Service in Progress",NA
